id,author,title,content,rating,updated,im:version
14239108583,DJ marshmallow2802,Great but ads are too long,3/5 piratical until its isn’t,3,2026-06-28T19:11:31-07:00,9.1.60
14239102384,KynPickle,Don't hesitate!! Download NOW!!,"AWESOME APP. I can find ANY song here, even the most unnoticed songs. The rarest of the rare. ONE, UNO. ONE problem. You can only pick a certain amount of songs each day. I dunno how many specifically, but it may be under 10. Great app. Literally no major problems. Thanks for reading, Bye Pookies!!! 💜💜💜",5,2026-06-28T19:09:12-07:00,9.1.60
14239094887,**Thor**,Why,It keeps me completely locked in and feeds my needs for new music and content. I enjoy all the podcasts and reminders🤘,5,2026-06-28T19:06:19-07:00,9.1.60
14239078881,🎀♡🌈🫧🌸,Adds.,WAY TO MUCH ADDs,1,2026-06-28T19:00:13-07:00,9.1.60
14239065618,Ashey brubby,Good app,"Awesome app would recommend to anyone looking to get into frequent music listening. Not only can you play any song or podcast you want, you can also download podcasts and listen to them with the same download feature.",5,2026-06-28T18:54:59-07:00,9.1.60
14239034835,nurtahmid_13,One more thing,Would love it if you stayed on the lyrics page when the songs changed.,4,2026-06-28T18:43:02-07:00,9.1.60
14239023409,kim the beautiful one!,Great music,I love it,5,2026-06-28T18:38:39-07:00,9.1.60
14239021388,Pink80$,Free users,"People who use this app free can’t do anything. For example, users can’t play their music how they want without smart shuffle. They can’t even  replay a song unless they click it again.",1,2026-06-28T18:37:52-07:00,9.1.60
14239020524,tfuugx,100% worth it,Premium is pretty cheap and 100% worth it as someone who uses the app everyday,5,2026-06-28T18:37:32-07:00,9.1.60
14239017793,loved!!!!!!!!!!!!!,❤️❤️❤️❤️,I love Spotify there is a wide variety of songs and it is so amazing recommended,5,2026-06-28T18:36:28-07:00,9.1.60
14239005096,[ NAME ],Spotify you absolute BUFFOON.,"Why in the WORLD. Is a MUSIC APP. An APP MADE FIR MUSICAL ACTIVITIES. Restricting my access to song skipping and rewinding, choosing the song itself, and giving me two minute ads after listening to a singular song?! This is an absolute outrage, the only reason people are using your idiotic app is because of its “fun” features (such as blends, wrapped; etc.), and its properties which enable it to play out of app! And why is it still recommending music u listened to two years ago?! It’s still saying I listen to it and am into the same genres I used to be, even when said genres and songs have been blocked!",1,2026-06-28T18:31:33-07:00,9.1.60
14238998863,Book-head reviews⚽️📕,This app is goated!!!,"I have been listening to all of the hits, my fav songs, and even the option of audiobooks!! If i could I would give this 6 stars!😁🤩",5,2026-06-28T18:29:08-07:00,9.1.60
14238985700,Stephanie jr,We should be able to have infinite skips and be able to choose our songs,It’s a music app. I should be able to listen to whatever I want and I shouldn’t be constrained by 6 skips per hour and not being able to choose what songs I want played. You’re just being money hungry,1,2026-06-28T18:24:01-07:00,9.1.60
14238983489,Marybary265,Slay,Slay,5,2026-06-28T18:23:10-07:00,9.1.60
14238980763,Tuff app bro67,67,"Lowk a tuff application, why you reading the reviews bro every one knows what Spotify is😭🥀",4,2026-06-28T18:22:05-07:00,9.1.60
14238977345,Tuff TJ,Tuff tuff but maaaad ads that lwk get annoying fr 😔,4 stars,4,2026-06-28T18:20:45-07:00,9.1.60
14238977260,Listen foo,Commercial,To many commercials. Shouldn’t have to pay for premium to have less adds.,1,2026-06-28T18:20:42-07:00,9.1.60
14238974506,Norathenfp,Love the app hate ai,"Love the app and use it basically every day, don’t love that they integrated ai in general and especially to an app for artists. Very disappointed in the people who thought this was a good move, leading me to deduct two stars that I wouldn’t have prior.",3,2026-06-28T18:19:37-07:00,9.1.60
14238972426,MERSANAA,AMAZINGGG,okay i’ve been using spotify for 3years and it’s great it has all the songs u could think of. it’s great try it out pleaseeee,5,2026-06-28T18:18:47-07:00,9.1.60
14238969296,Kyle Busch fan 4 life #18,This is T R A S H,Spotify what are you doing first ads than I have to pay to play songs I want to play in any order and now I have no choice but to listen to music that’s not even on my playlist anymore. WHY (HALF STAR),1,2026-06-28T18:17:37-07:00,9.1.60
14238965524,Brady. R,Nice👍,Spotify is amazing!,5,2026-06-28T18:16:08-07:00,9.1.60
14238960036,wminai,Awesome piece of selection,I can now learn the lyrics of many of my musical favorites and songs that I love so much.,5,2026-06-28T18:13:59-07:00,9.1.60
14238957130,Fletchy_6,Spotify,Aura,5,2026-06-28T18:12:53-07:00,9.1.60
14238950006,Antarctica21,Best app ever,best app ever especially with premium,5,2026-06-28T18:10:03-07:00,9.1.60
14238949349,Emmalou.💕,horrible.🫤,"Ok so this app is AMAZING! Even if you don’t own pro this is still by far the BEST music app out there.  It is SO easy to sign up/ log in to this and I will always be using this app for my music time! They even provide clean versions and this app is just so high quality. Keep it up, Spotify! Five ⭐️’s. edit: okayy so its been like a year scince i wrote ts and i js wanna say i take it all back and it SUCKS. if u have the free version like me, it used to be verry nice and now its js ads, ads, and you cant even skip?? like what!!! its horrible if u cant pay for the premium, like someone cutting a dollar bill in half and saying theyre gonna use it. one star do better🥀",1,2026-06-28T18:09:47-07:00,9.1.60
14238929080,Cookie run kingdom is fun,Tuff,This app makes me happy,5,2026-06-28T18:02:01-07:00,9.1.60
14238918503,Scott686,Glacier girl,This song is just so underrated,5,2026-06-28T17:57:53-07:00,9.1.60
14238909190,Emma_s0ccer,Love it,I love it so much it’s so easy to not just type up songs and put them and do it again and again instead you can actually make a playlist love it!,5,2026-06-28T17:54:10-07:00,9.1.60
14238908923,Meta t.,Spotify,There is an ad like every time you skip a song and you have a limit of skips per hour.,3,2026-06-28T17:54:04-07:00,9.1.60
14238907615,👽👾🛼✌️😔🥀,Sure,Low key kinda annoying if you don’t have premium but still a lot better than Apple Music,4,2026-06-28T17:53:32-07:00,9.1.60
14238900553,babyazzy,Best,Best app ever I love it so much,5,2026-06-28T17:50:47-07:00,9.1.60
14238897424,FLY TA YA CITY,ICE MAN MAY 15,Ts to good,5,2026-06-28T17:49:31-07:00,9.1.60
14238879210,John_a55,abolish ice,abolish ice,1,2026-06-28T17:42:19-07:00,9.1.60
14238863814,tscaf2000,Yeah Spotify,"Music on the go, music when you want it, you make your list and play, play, play.",5,2026-06-28T17:36:17-07:00,9.1.60
14238852478,psalm:),Slowly becoming trash,Spotify has failed to shuffle my music. Lately it plays the same songs over and over again. Discover music is trash. All their music is AI now. Unsubscribing,1,2026-06-28T17:31:43-07:00,9.1.60
14238852103,Jaboosy,I-Tunes,This is how music should be basically free.,5,2026-06-28T17:31:35-07:00,9.1.60
14238847821,Frutitooti,Spotify,Love how you can pick youre own songs and create playlists,5,2026-06-28T17:29:54-07:00,9.1.60
14238842831,dave shabowsky,the non premium experience is awful,the premium is amazing tho,4,2026-06-28T17:27:52-07:00,9.1.60
14238834811,￼OK with a flick,I♥Spotify,"I think Spotify is amazing because it lets me listen to all of my favorite artists like Olivia Rodrigo, Ariana Grande, Tate McRae, Bailey spin KATSEYE and I love listening to music and I always wanted to be a singer and one day. I hope I can produce music onto Spotify, but if you’re thinking of about getting Spotify, I would suggest premium.",5,2026-06-28T17:24:38-07:00,9.1.60
14238833842,Za’Niya goodwin,My review,I love it but I want to repeat the songs with out paying,5,2026-06-28T17:24:15-07:00,9.1.60
14238814093,Dulac girl,Mels creations,I love listening to Spotify,5,2026-06-28T17:16:19-07:00,9.1.60
14238798745,Mejora de IQ,La mejor aplicación de música,Diez estrellas,5,2026-06-28T17:10:16-07:00,9.1.60
14238790503,Para chat,Aganlo,Quiten los anuncios por eso la gente prefiere Apple music,3,2026-06-28T17:06:58-07:00,9.1.60
14238777412,Misseclectic,Amazing,I play all my music on it amazing,5,2026-06-28T17:01:46-07:00,9.1.60
14238770117,Jacq woman,Daily Routine,Integrated into my daily life,5,2026-06-28T16:58:47-07:00,9.1.60
14238769738,Gamer Girl 10/10,Vibe,Spotify is a whole vibe! I can choose songs from artist I like and add them to my playlist💕10/10,5,2026-06-28T16:58:38-07:00,9.1.60
14238768387,Gobsone,Great plate form,Love how I find a lot of new artist just by listening to what I like.,5,2026-06-28T16:58:04-07:00,9.1.60
14238753932,bubby linda,funny,love this,5,2026-06-28T16:52:02-07:00,9.1.60
14238753290,Kinda cool person.,Good but bad,Spotify is one of the best except on phone due to a absurd reliance on premium practically every single aspect of your mobile experience is limited to basically 5 picks of what ever you want and we’ll just pick whatever the ai wants you to hear pretty disappointing.,3,2026-06-28T16:51:46-07:00,9.1.60
14238751768,241_k976.,Omg,You have to get a supscription to pick a song and then it plays the most horrible songs you’ve ever listen to in your life,1,2026-06-28T16:51:09-07:00,9.1.60
14238746856,67is in2025 the new 67 is 89,There's one problem that's probably isn't it fault,I love it.it has is many songs and I love making playlists.but I can't update it so mine is un updated. So me and my siblings have different Spotifys.but I don't think its fault. But otherwish it's amazing I love it,4,2026-06-28T16:49:09-07:00,9.0.48
14238737737,yapplr,ADS r getting too much bro.,I don’t understand why I have 5 ads in a row.,1,2026-06-28T16:45:24-07:00,9.1.60
14238737093,the spooky vision,Ok,It’s good but it’s not like I l-like it b-Baka,5,2026-06-28T16:45:08-07:00,9.1.60
14238730168,thanksodysseus,Fix the liked song Ui prettty prettyy pleeassee!!!,"I’ve never written a review in my entire life although I feel like this will get out there and hopefully make notice I think of something we all have. Even my friends an I have spoken on this

Simply, I don’t mind liking a song. I always add it to my playlist although I have to wait 3 to 4 seconds every time after trying to add it to my playlist because that plus icon turns into a liked song and then I see a sign that pops up to the area where I wanted to add it to my playlist next to the done button. It’s really a performative waste of time.

Love u all please fix spotify team. Get this to the higher ups asap!!!",5,2026-06-28T16:42:19-07:00,9.1.60
14238721674,Dma2120,Best songs,Best songs on the this app iykyk,5,2026-06-28T16:38:53-07:00,9.1.60
14238710964,SMDContreras,Music,Good playlists,5,2026-06-28T16:34:32-07:00,9.1.60
14238708783,Sadru1101,Add,To many adds,2,2026-06-28T16:33:35-07:00,9.1.60
14238696155,Nike basketball,Good music app,👍,5,2026-06-28T16:28:27-07:00,9.1.60
14238690764,ChristnaMikos,Review,"I enjoy the music, but it’s supposed to be a half hour of commercial free listening.  I get like 3-5 minutes between commercials.  It’s so annoying.",5,2026-06-28T16:26:14-07:00,9.1.60
14238687162,TMSC1878,So worth it,"I love that for such a low fee my entire family has access to endless music, podcasts, and audiobooks. I should have joined years ago when everyone was telling me how great it is.",5,2026-06-28T16:24:46-07:00,9.1.60
14238686406,hshshskbsvsb,El mejor,Amo Spotify es el mejro y azi,5,2026-06-28T16:24:27-07:00,9.1.60
14238683927,NICEPEBBLE,Good songs,ITS SO GOOD I BEEN USING THE SONG FOR HOURS NOW >:3,5,2026-06-28T16:23:27-07:00,9.1.60
14238679907,(ｋ_ｋ) (♥ω♥) ( ⸝⸝･̆⤚･̆⸝⸝),Good,I love it so much but it adds songs to playlists that I don’t know.,4,2026-06-28T16:21:49-07:00,9.1.60
14238671076,Leonardo Bacile,“Shuffle”,The shuffle option and the dj option only plays the same songs,4,2026-06-28T16:18:15-07:00,9.1.60
14238665904,Livvy✨🍀,Therapy,"It saves me but I wish their song transitions were better i like apple music personally.,,. Love the features tho",5,2026-06-28T16:16:08-07:00,9.1.60
14238664372,leslie0125,Amooooo,App increíble,5,2026-06-28T16:15:34-07:00,9.1.60
14238652458,Walking Journey,Shove it,I’ll never fork over my hard earned money to a leftist organization like Spotify. This is extortion; You make a like list of songs then they force you to listen songs you don’t like in your playlist. Open your eyes people hold onto your CDs for dear life if you still owe them.,1,2026-06-28T16:10:45-07:00,9.1.60
14238650112,APP_USER_TOTALLY_OVERDONE_IT!,SOO GORGINAA,So I got this yesterday- ITS SO GOOD OMG!!! I CAN LISTEN TO SOO MUCH GORGINA MUSIC AGHHUGHHH AND ITS SO CRISPYYUYYY😫😫😫!!! BYE BYE GORGINA COCONUT BADDIESSS P,5,2026-06-28T16:09:49-07:00,9.1.60
14238644512,Meeeeeeeeeeeeeeeeeeeeeeee😂,My Spotify review.,"The only reason why I gave Spotify four stars is because they are ads and nothings perfect. Otherwise, Spotify is really good, but I wouldn’t give it. Four and a half or five stars because of the ads. There are a lot of ads! Like I listen to 1 song and I get 4 or 5 adds… and premium, is very expensive so….. I don’t know. It NEEDS less adds.",4,2026-06-28T16:07:33-07:00,9.1.60
14238636981,zander 20111,Adds,Tooo mannyyy adddsss,4,2026-06-28T16:04:29-07:00,9.1.60
14238632036,My opinion b,Fav,Always!!!!,5,2026-06-28T16:02:28-07:00,9.1.60
14238630844,It’s Adley,Amazing,I love it I just wish they would let people delete are stuff in the library,4,2026-06-28T16:02:00-07:00,9.1.60
14238629119,Dvs48,App,Would be better offline,3,2026-06-28T16:01:17-07:00,9.1.60
14238626510,Parenting-101,Best app ever,You guys should get this. This is the best app ever!!!!,5,2026-06-28T16:00:13-07:00,9.1.60
14238626166,Jr pastor 5,Good,Good,5,2026-06-28T16:00:04-07:00,9.1.60
14238618194,continental bill,All songs I love like lady Gaga Bruno mars if the world was ended,10 outta ten,5,2026-06-28T15:56:44-07:00,9.1.60
14238607828,QT-🥧,Hard to use,Today I opened Spotify to hear music but it won’t let me play my playlist and it said “get premium to unlock your playlist” like what?  I searched up how to fix if you can’t play your playlist on yt and  I tried 1 vid and it still says “get premium to unlock your playlist” like at that point hard to use,1,2026-06-28T15:52:26-07:00,9.1.60
14238598036,Nonsense8909,Pay musicians more,Pay musicians more and remove AI production from the platform,1,2026-06-28T15:48:25-07:00,9.1.60
14238590213,Just_emmanuell24,Go back to the old days,After 10 songs I can’t pick as I like anymore,1,2026-06-28T15:45:13-07:00,9.1.60
14238583269,Nonchalant 67,Only one problem,This app is grate but the only problem is that the lyrics don’t sync perfectly on tv’s. I think they should use the same lyrics method as Apple Music does,4,2026-06-28T15:42:19-07:00,9.1.60
14238581182,Houstongirl7007,My Review,"I’ve just started listening. I like what I hear, but I’m gonna give it a minute so that I can really get to spend some time with it and then I can give a serious review.",5,2026-06-28T15:41:27-07:00,9.1.60
14238577371,HergrldwyobsF,The best,No problems play any time,5,2026-06-28T15:39:54-07:00,9.1.60
14238556967,Julia Chapchecov,Good,Good but too many ads,3,2026-06-28T15:31:41-07:00,9.1.60
14238550394,ghjuytres,Spotify is Great,Great,5,2026-06-28T15:29:00-07:00,9.1.60
14238543182,Sean Charles Kristufek,The midnight road,Like it,5,2026-06-28T15:26:04-07:00,9.1.60
14238534507,Marcella11bb$$$,My music like of over 15 years,"I love it because you can put your music a different categories and even if you don’t can’t afford the Spotify for that month, it’s all right cause you could still hear it all too well worth it love it",5,2026-06-28T15:22:33-07:00,9.1.60
14238518121,R_bCa444,Spotify,"I simply cannot explain in words how much I love Spotify. I love love LOVE listening to music and Spotify has so many endless songs and when I want to find new songs It’s really easy to find song that I like! And it’s nice to listen to podcasts on the way to school while on the bus >:3 Awesome app, wouldn’t be able to survive without it 😭",5,2026-06-28T15:16:01-07:00,9.1.60
14238507733,Alex g fan68,Wifiskeleton and Alex g,Peak,5,2026-06-28T15:11:52-07:00,9.1.60
14238500111,Itsmeobv8,Spotify review,"I love Spotify it’s really fun but the only reason I put down one star is because I don’t have premium, so I can’t skip as much and fast forward
 which is kinda bad but otherwise I really like it and the recommendations are great! You definitely should let people skip or fast forward",3,2026-06-28T15:08:49-07:00,9.1.60
14238495999,Tufffff frrrr,Best app ever,It’s so tuff it’s my fav app🥹,5,2026-06-28T15:07:14-07:00,9.1.60
14238494945,Leahbobeaaa,Songs,Spotify couldn’t be more of the help of all the loving songs I love to listen to drying my hard times and low times thank you so much for the appreciation of Spotify,5,2026-06-28T15:06:48-07:00,9.1.60
14238488328,Cohen Hallberg,Cohen’s review,Best app for music I would recommend this app then any other music apps,5,2026-06-28T15:04:12-07:00,9.1.60
14238481492,Travis Pastrana ￼,Ryder jones,Great music,5,2026-06-28T15:01:25-07:00,9.1.60
14238481387,Ryan mayhem,Ads and smart shuffle,It’s good but ads suck and smart shuffle isn’t enabled on iPhone,4,2026-06-28T15:01:23-07:00,9.1.60
14238471337,alani2fine,da goats,it is so good i love it yall need to make it to da top yall are better then Apple Music,5,2026-06-28T14:57:25-07:00,9.1.60
14238463012,🌌 starry night 🌟⭐️✨💫,ALPHA APP,"the only thing i dont like about spotify is the million ads but my fav part is how you can see lyrics ALPHA APP 
GREAT",5,2026-06-28T14:54:07-07:00,9.1.60
14238455952,Jabjabs,Good,Always have what song I’m looking for and helps find what I’m searching for,5,2026-06-28T14:51:17-07:00,9.1.60
14238452567,kekescustoms,The best streaming service,I love Spotify with my whole heart! The BEST streaming app there is!,5,2026-06-28T14:49:58-07:00,9.1.60
14238450751,Katybug6767,Creativeness,Love this app so creative,5,2026-06-28T14:49:16-07:00,9.1.60
14238443120,Beastie 123 bsj,So good,So good because I get to lisien to whatever I want to,5,2026-06-28T14:46:16-07:00,9.1.60
14238441997,😭😭😭✋🏿🥲✊🏻🥲🌈🥲😃💚😃💚😂,spotify is great,i loveee spotify smm it's great! i love listening to conan gray and different playlists that people make . the quality of the songs are great and sound amazing!!! would recommend ⭐️⭐️⭐️⭐️⭐️,5,2026-06-28T14:45:50-07:00,9.1.60
14238441085,Phainonsimp,I love spotify.,Spotify is the best thing that ever happened to me.,5,2026-06-28T14:45:29-07:00,9.1.60
14238416448,:)$64;&&!$&@?(,Excelente me la paso escuchando mi carpeta de BTS todo el día mientras hago cosas,Me encanta,5,2026-06-28T14:35:56-07:00,9.1.60
14238399794,😭🙄😅😅,Useless without premium,Only get 6 skips every 2 hours and u get a ad every 5 songs so hard to use if u dont pay.,1,2026-06-28T14:29:31-07:00,9.1.60
14238388637,Intocable 12,Gratissss,Simplemente la mejor app para poder escuchar música,5,2026-06-28T14:25:15-07:00,9.1.60
14238387766,srrjrr,Very good but not excellent,"I mainly listen to Indian music.  The selection is good not excellent, especially for classical and regional.  But my main complaint is that in spite of such a large number of Indian customers they don’t seem to understand that most Indian pop music the singer is usually the composer. The song details seem to mostly list the composer as the main artist and the singer as the artist and often not even listing the 2nd singer for duets.  

I am surprised that Indian customers tolerate this - but not surprising as Indians always love things foreign. I will try jiosaavn after my yearly subscription ends.",4,2026-06-28T14:24:55-07:00,9.1.60
14238384718,Misnlynk,Spotify,Love it! Listen to it everyday! Awesome!,5,2026-06-28T14:23:46-07:00,9.1.60
14238380421,Eau.npa,Too expensive,It’s costing too much to enjoy commercial free music,2,2026-06-28T14:22:09-07:00,9.1.60
14238379097,Na!.3,Song shuffles,Every time I shuffle my song it always the same songs that play every time.,1,2026-06-28T14:21:39-07:00,9.1.60
14238374769,personal movie critic for fun,I’m so sick of AI,Shuffle algorithm SUCKS. You want a new playlist of different songs you haven’t heard or a human-made playlist? Good luck!!! All you get is an AI generated slop playlist of all the songs you already know. I’d switch to Apple Music but I’m sure it’s the same.,1,2026-06-28T14:20:03-07:00,9.1.60
14238347321,Peakman!.,PEAK,Peak,5,2026-06-28T14:09:43-07:00,9.1.60
14238341407,I love snow🥰,The music!,"I LOVE the music! It’s so upbeat (when I choose the music I want) but what I really want is to have premium without having to pay AT ALL, but that’s fine as long as I can listen to my favorite music! I would recommend Spotify to others who don’t have it, especially since the you can host a playlist or send a playlist to your friends, Family or anyone to jam out with you! So 100% recommend to family and friends!",5,2026-06-28T14:07:31-07:00,9.1.60
14238339708,Pyotr Ilyich Tchaikovsky.,Premium,Its only good if you have premium otherwise it’s utter garbage.,5,2026-06-28T14:06:53-07:00,9.1.60
14238331922,BakudekuSLIMEEW,Nice,"This app is amazing, with all the songs I love! Have a good time on here!!",5,2026-06-28T14:04:02-07:00,9.1.60
14238329724,🎀I love Jesus,It’s.. ok,"It’s ok, you can listen to music until it won’t let you pick what song you listen to at all and it gets super annoying",2,2026-06-28T14:03:11-07:00,9.1.60
14238317331,Idkidkdikdidkkdkdkdkdidkdk,THE BEST APP I HAD-,This app is really fun and I love listening to different music. I also love how u get new suggestions for music!,5,2026-06-28T13:58:40-07:00,9.1.60
14238307887,Buckshot McCune,Pure pleasure,"I’m 65 years old and music is the   best medicine for one’s soul and mental health. Listen to songs from junior high school to high school. And to the present.  Memories, long forgotten have been renewed in my soul  go for the premium it will bring happiness to your life  ✌️",5,2026-06-28T13:55:08-07:00,9.1.60
14238304660,Erma loves food,Music,So good and I love music,5,2026-06-28T13:53:55-07:00,9.1.60
14238300874,🤩😍🥇,Infinite song choices?!?!!!!,Infinite song choices?!?!!!!,5,2026-06-28T13:52:30-07:00,9.1.60
14238282980,Teigs.piggy,The best,I’ve used Spotify for so long that I cannot even remember. Highly recommend to anyone looking for a great music streaming service,5,2026-06-28T13:45:53-07:00,9.1.60
14238274791,Don’t askcauseillnevertell,Awesome,I have the paid membership but even without it this app is awesome,5,2026-06-28T13:42:52-07:00,9.1.60
14238260945,Duke’s review999,Review,Spotify is probably one of my most used apps. It’s so good and creates the best playlists for me!,5,2026-06-28T13:37:48-07:00,9.1.60
14238245716,too_wavvy,Best music app oat,It’s js the best,5,2026-06-28T13:32:21-07:00,9.1.60
14238223156,bms,Spotify Needs To Give Out Refunds,"Used to be great until mid-2026 and the disco ball fiasco, now it's very glitchy - won't load, delay in loading, shutoff mid-song etc ; just overall very unreliable.",1,2026-06-28T13:24:24-07:00,9.1.60
14238210819,Jim b lotta,No title,I loveee music,5,2026-06-28T13:19:57-07:00,9.1.60
14238210024,guhdude250,Good app,Good music,5,2026-06-28T13:19:40-07:00,9.1.60
14238209409,Bsc0epb,Great way to stream music,"Love the app and since the addition of DJ X, it has got even better. Love the interface and the way DJ X works.",5,2026-06-28T13:19:27-07:00,9.1.60
14238199496,Wyatt Johns,It's okay..,I'm tryna listen to the transitions in HADES but the ads literally ruin it,3,2026-06-28T13:15:57-07:00,9.1.60
